SAMPN,INCOM,HHSIZ,HHEMP,HHSTU,HHLIC,DOW,HTRIPS,Mon,Tue,Wed,Thu,Fri,Sat,Sun,TotDist,center,suburb,exurb,rural,other,highinc,HHVEH,HHBIC,VEHNEW,OWN,CarBuy,snglhm,ownhm,MilesPr,TrpPrs
1962369,5,2,1,0,2,5,5,0,0,0,0,1,0,0,49.5487929198561,0,1,0,0,0,0,2,1,2,1,0,1,1,24.7743964599281,2.5
1962400,7,1,1,0,1,1,3,1,0,0,0,0,0,0,5.76191791634427,0,0,1,0,0,1,2,2,1,1,1,1,1,5.76191791634427,3
1962408,4,3,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,8,1,0,1,1,0,0
1962410,2,1,1,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,1,0,0
1962416,99,3,1,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,1,1,0,0
1962420,7,4,3,1,4,3,16,0,0,1,0,0,0,0,44.4463513468878,1,0,0,0,0,1,4,4,1,1,1,1,1,11.111587836722,4
1962464,6,1,1,0,1,3,6,0,0,1,0,0,0,0,4.3359379393602,1,0,0,0,0,1,1,0,1,1,1,0,1,4.3359379393602,6
1962514,7,3,1,0,2,7,10,0,0,0,0,0,0,1,125.876139531162,1,0,0,0,0,1,1,3,2,1,0,1,1,41.9587131770538,3.33333333333333
1962564,2,1,0,0,1,4,3,0,0,0,1,0,0,0,4.70767191733336,0,1,0,0,0,0,1,0,2,2,0,0,0,4.70767191733336,3
1962574,5,2,0,0,1,5,4,0,0,0,0,1,0,0,8.03846094860754,0,1,0,0,0,0,2,1,2,1,0,1,1,4.01923047430377,2
1962578,5,1,1,0,1,3,4,0,0,1,0,0,0,0,9.65378326965205,0,0,1,0,0,0,1,1,2,1,0,1,1,9.65378326965205,4
1962589,5,2,0,0,2,2,12,0,1,0,0,0,0,0,70.4147922385578,0,0,1,0,0,0,2,2,8,1,0,1,1,35.2073961192789,6
1962615,7,3,1,1,2,3,18,0,0,1,0,0,0,0,14.2426376423179,0,0,0,1,0,1,3,2,1,1,1,1,1,4.74754588077265,6
1962621,3,2,0,0,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0
1962686,7,3,2,0,2,5,9,0,0,0,0,1,0,0,98.5543098427782,0,1,0,0,0,1,2,4,2,1,0,1,1,32.8514366142594,3
1962695,6,4,4,1,4,7,8,0,0,0,0,0,0,1,70.1100984843015,0,0,1,0,0,1,4,2,1,1,1,1,1,17.5275246210754,2
1962713,8,2,2,0,2,4,4,0,0,0,1,0,0,0,8.57204077249624,0,0,1,0,0,1,2,2,1,1,1,1,1,4.28602038624812,2
1962732,5,1,0,0,1,7,4,0,0,0,0,0,0,1,26.1633839408507,0,0,1,0,0,0,2,2,1,1,1,1,1,26.1633839408507,4
1962807,4,2,0,0,2,5,2,0,0,0,0,1,0,0,9.46007923847835,0,1,0,0,0,0,2,1,2,1,0,1,1,4.73003961923918,1
1962810,99,2,2,0,2,7,6,0,0,0,0,0,0,1,15.0713696050758,0,0,0,1,0,0,2,4,1,1,1,1,1,7.53568480253788,3
1962887,6,4,1,0,3,1,14,1,0,0,0,0,0,0,43.7684983893243,1,0,0,0,0,1,1,2,1,1,1,1,1,10.9421245973311,3.5
1962891,1,1,1,0,1,3,4,0,0,1,0,0,0,0,84.7169748332373,0,1,0,0,0,0,1,1,2,1,0,1,1,84.7169748332373,4
1962893,2,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,0
1962928,7,2,1,0,2,3,6,0,0,1,0,0,0,0,85.5932248660253,1,0,0,0,0,1,2,4,8,1,0,1,1,42.7966124330126,3
1962962,7,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,1,1,0,0
1963008,5,3,1,0,3,2,2,0,1,0,0,0,0,0,44.5379827131429,0,0,1,0,0,0,2,1,2,1,0,1,1,14.8459942377143,.666666666666667
1963078,2,2,1,0,2,7,10,0,0,0,0,0,0,1,48.095084437103,0,1,0,0,0,0,2,0,1,1,1,1,1,24.0475422185515,5
1963084,5,2,0,0,2,3,5,0,0,1,0,0,0,0,37.6946020827943,0,0,0,1,0,0,2,0,2,1,0,1,1,18.8473010413972,2.5
1963150,4,2,1,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,1,1,0,0
1963151,7,2,0,0,2,3,13,0,0,1,0,0,0,0,39.4233931290284,0,0,1,0,0,1,2,1,1,1,1,1,1,19.7116965645142,6.5
1963162,5,3,1,1,3,7,14,0,0,0,0,0,0,1,66.6939165940133,0,1,0,0,0,0,3,2,2,1,0,1,1,22.2313055313378,4.66666666666667
1963216,7,4,2,2,2,7,24,0,0,0,0,0,0,1,295.098789911988,0,0,0,1,0,1,3,4,2,1,0,1,1,73.7746974779971,6
1963222,5,2,1,0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,1,1,1,0,0
1963297,6,3,1,2,1,7,3,0,0,0,0,0,0,1,95.4198551937509,1,0,0,0,0,1,1,3,1,2,1,1,0,31.806618397917,1
1963324,9,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0
1963333,4,2,1,0,2,4,2,0,0,0,1,0,0,0,5.99023399232923,1,0,0,0,0,0,2,0,2,2,0,0,0,2.99511699616462,1
1963337,2,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0
1963428,2,3,1,0,3,3,7,0,0,1,0,0,0,0,50.6421273604484,0,1,0,0,0,0,2,0,2,2,0,1,0,16.8807091201495,2.33333333333333
1963455,6,2,2,0,2,4,2,0,0,0,1,0,0,0,74.2835127232047,0,0,1,0,0,1,2,1,8,1,0,1,1,37.1417563616023,1
1963517,5,2,1,0,2,2,2,0,1,0,0,0,0,0,22.8966507371204,1,0,0,0,0,0,1,1,1,1,1,1,1,11.4483253685602,1
1963518,8,2,2,0,2,2,4,0,1,0,0,0,0,0,86.0658163562078,0,0,1,0,0,1,3,2,2,1,0,1,1,43.0329081781039,2
1963526,4,2,0,0,2,1,18,1,0,0,0,0,0,0,21.9428488578383,0,0,1,0,0,0,2,4,2,2,0,1,0,10.9714244289192,9
1963577,2,2,0,0,2,1,4,1,0,0,0,0,0,0,39.2572952381987,0,0,1,0,0,0,1,0,2,1,0,0,1,19.6286476190994,2
1963592,1,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,1,0,0,0
1963656,9,5,1,3,2,1,17,1,0,0,0,0,0,0,298.369873473288,0,0,1,0,0,1,2,5,1,1,1,1,1,59.6739746946577,3.4
1963672,5,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0
1963752,7,3,3,3,3,3,18,0,0,1,0,0,0,0,272.362049222402,0,0,1,0,0,1,5,1,1,1,1,1,1,90.7873497408007,6
1963757,8,3,1,2,2,4,12,0,0,0,1,0,0,0,52.178770460299,1,0,0,0,0,1,2,1,1,1,1,1,1,17.3929234867663,4
1963774,4,3,1,1,2,5,15,0,0,0,0,1,0,0,35.2722841805073,0,0,1,0,0,0,2,0,1,1,1,1,1,11.7574280601691,5
1963809,3,2,0,0,2,2,2,0,1,0,0,0,0,0,36.8847624459709,1,0,0,0,0,0,3,1,2,1,0,1,1,18.4423812229855,1
1963818,99,1,0,0,1,3,6,0,0,1,0,0,0,0,15.5961171883777,0,0,1,0,0,0,1,0,2,1,0,1,1,15.5961171883777,6
1963858,4,2,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,1,1,1,0,0
1963863,99,2,0,0,2,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,0
1963872,7,2,2,0,2,6,4,0,0,0,0,0,1,0,31.0120505771947,1,0,0,0,0,1,2,0,2,2,0,0,0,15.5060252885974,2
1963888,99,1,0,0,1,1,2,1,0,0,0,0,0,0,.966779517775093,0,0,0,1,0,0,1,0,1,1,1,1,1,.966779517775093,2
1963906,1,1,0,0,1,3,5,0,0,1,0,0,0,0,36.0750240296869,0,0,0,1,0,0,1,1,8,2,0,0,0,36.0750240296869,5
1963915,7,1,1,0,1,4,2,0,0,0,1,0,0,0,22.4655780078208,0,1,0,0,0,1,1,3,2,1,0,1,1,22.4655780078208,2
1963977,99,2,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,1,1,1,0,0
1963984,5,5,4,2,5,2,5,0,1,0,0,0,0,0,5.81283753974928,0,0,1,0,0,0,4,4,1,1,1,1,1,1.16256750794986,1
1964000,7,2,0,0,2,5,4,0,0,0,0,1,0,0,263.622331526058,0,0,0,1,0,1,1,2,2,1,0,1,1,131.811165763029,2
1964009,98,1,0,0,0,7,2,0,0,0,0,0,0,1,35.5519183970276,0,1,0,0,0,0,0,0,2,2,0,1,0,35.5519183970276,2
1964020,4,2,0,0,2,2,3,0,1,0,0,0,0,0,19.8873718648969,0,0,0,1,0,0,2,1,1,1,1,1,1,9.94368593244844,1.5
1964047,3,2,2,0,2,1,7,1,0,0,0,0,0,0,37.239953759835,0,0,0,1,0,0,2,2,2,1,0,1,1,18.6199768799175,3.5
1964048,4,2,0,0,2,5,8,0,0,0,0,1,0,0,5.57174160302803,0,0,1,0,0,0,2,7,8,1,0,1,1,2.78587080151401,4
1964071,6,3,2,1,3,4,10,0,0,0,1,0,0,0,76.362247918435,1,0,0,0,0,1,2,5,2,1,0,1,1,25.4540826394783,3.33333333333333
1964078,8,2,0,0,2,4,6,0,0,0,1,0,0,0,10.0777202156871,0,0,1,0,0,1,2,0,1,1,1,1,1,5.03886010784356,3
1964097,5,2,0,1,1,1,7,1,0,0,0,0,0,0,55.0524488932033,1,0,0,0,0,0,1,2,2,2,0,0,0,27.5262244466017,3.5
1964101,4,2,2,1,2,5,5,0,0,0,0,1,0,0,12.5516601774531,0,1,0,0,0,0,2,0,2,1,0,1,1,6.27583008872653,2.5
1964114,5,1,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,1,0,0
1964243,4,2,1,0,2,2,7,0,1,0,0,0,0,0,11.6635155854753,0,0,1,0,0,0,2,0,2,1,0,1,1,5.83175779273767,3.5
1964270,4,4,1,2,2,2,18,0,1,0,0,0,0,0,56.5867610581867,1,0,0,0,0,0,3,4,2,1,0,1,1,14.1466902645467,4.5
1964364,3,1,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0
1964371,4,8,4,4,5,1,21,1,0,0,0,0,0,0,10.9371955345319,0,0,0,1,0,0,3,5,1,1,1,1,1,1.36714944181649,2.625
1964375,7,3,1,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,8,1,0,1,1,0,0
1964390,3,2,1,0,1,4,4,0,0,0,1,0,0,0,39.7100691748568,0,0,0,1,0,0,1,1,8,2,0,1,0,19.8550345874284,2
1964410,7,4,2,2,3,6,16,0,0,0,0,0,1,0,274.519589632991,1,0,0,0,0,1,3,2,1,1,1,1,1,68.6298974082479,4
1964412,99,2,1,0,2,2,4,0,1,0,0,0,0,0,18.3996586690608,0,0,0,1,0,0,2,2,1,1,1,1,1,9.1998293345304,2
1964584,99,5,1,1,2,4,4,0,0,0,1,0,0,0,14.3231958462359,0,1,0,0,0,0,2,1,2,1,0,1,1,2.86463916924719,.8
1964625,2,1,1,0,0,2,4,0,1,0,0,0,0,0,5.32859274922512,0,1,0,0,0,0,0,1,2,2,0,0,0,5.32859274922512,4
1964644,2,3,2,1,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0
1964666,2,1,1,0,1,2,3,0,1,0,0,0,0,0,21.3562196664188,0,0,1,0,0,0,2,0,2,1,0,0,1,21.3562196664188,3
1964684,5,2,1,0,2,2,52,0,1,0,0,0,0,0,236.350361970354,0,0,0,1,0,0,1,0,2,1,0,1,1,118.175180985177,26
1964714,3,3,2,1,1,1,17,1,0,0,0,0,0,0,35.9977810995682,1,0,0,0,0,0,1,1,1,2,1,0,0,11.9992603665227,5.66666666666667
1964758,4,2,1,0,2,3,4,0,0,1,0,0,0,0,118.549169156834,0,0,0,1,0,0,2,0,2,1,0,1,1,59.2745845784171,2
1964790,5,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0
1964819,6,2,2,0,2,7,6,0,0,0,0,0,0,1,24.0602424842528,0,1,0,0,0,1,2,2,2,1,0,1,1,12.0301212421264,3
1964832,7,2,2,0,2,4,6,0,0,0,1,0,0,0,46.6545715708857,1,0,0,0,0,1,2,2,1,2,1,0,0,23.3272857854429,3
1964835,7,3,2,1,3,3,2,0,0,1,0,0,0,0,6.14091612334995,0,1,0,0,0,1,3,0,1,1,1,1,1,2.04697204111665,.666666666666667
1964845,7,6,2,3,3,1,10,1,0,0,0,0,0,0,25.2449819326867,1,0,0,0,0,1,3,5,1,1,1,1,1,4.20749698878111,1.66666666666667
1964848,99,2,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,1,1,1,1,0,0
1964857,3,1,1,0,1,1,2,1,0,0,0,0,0,0,5.05688571120654,0,0,0,1,0,0,1,4,2,1,0,1,1,5.05688571120654,2
1964890,99,3,2,1,3,2,12,0,1,0,0,0,0,0,79.662546310161,1,0,0,0,0,0,2,0,1,2,1,0,0,26.554182103387,4
1964892,7,2,1,0,2,7,3,0,0,0,0,0,0,1,11.0078240172425,1,0,0,0,0,1,2,2,2,1,0,1,1,5.50391200862124,1.5
1964930,98,2,1,0,2,1,2,1,0,0,0,0,0,0,7.34080931281504,0,1,0,0,0,0,2,0,2,1,0,1,1,3.67040465640752,1
1964970,99,4,2,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,1,0,0,0
1965022,6,2,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,2,1,0,1,1,0,0
1965085,2,1,1,0,1,1,5,1,0,0,0,0,0,0,16.0057193700504,0,1,0,0,0,0,1,1,2,2,0,1,0,16.0057193700504,5
1965109,6,1,1,1,1,4,2,0,0,0,1,0,0,0,34.3691854822398,0,0,1,0,0,1,1,1,1,1,1,1,1,34.3691854822398,2
1965285,99,1,1,0,1,3,2,0,0,1,0,0,0,0,22.5259125517118,1,0,0,0,0,0,1,0,2,1,0,0,1,22.5259125517118,2
1965339,6,2,1,0,2,7,4,0,0,0,0,0,0,1,59.1055138124328,0,1,0,0,0,1,1,0,2,1,0,1,1,29.5527569062164,2
1965349,7,3,2,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,1,1,0,0
1965393,5,1,1,0,1,5,11,0,0,0,0,1,0,0,23.2432429185966,1,0,0,0,0,0,2,1,2,1,0,1,1,23.2432429185966,11
1965402,5,2,0,0,2,2,16,0,1,0,0,0,0,0,64.3930792602403,1,0,0,0,0,0,2,1,1,1,1,1,1,32.1965396301201,8
1965412,4,2,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0
1965453,7,2,2,0,2,1,4,1,0,0,0,0,0,0,86.8871971064388,0,1,0,0,0,1,3,3,1,1,1,1,1,43.4435985532194,2
1965458,8,3,2,0,2,4,6,0,0,0,1,0,0,0,58.1768163927696,0,0,1,0,0,1,1,2,2,1,0,1,1,19.3922721309232,2
1965546,6,2,0,0,2,3,9,0,0,1,0,0,0,0,5.64110724279406,0,1,0,0,0,1,2,1,8,1,0,1,1,2.82055362139703,4.5
1965562,6,2,2,0,2,6,6,0,0,0,0,0,1,0,23.143416410841,0,0,0,1,0,1,2,0,2,2,0,1,0,11.5717082054205,3
1965565,1,1,0,0,1,1,5,1,0,0,0,0,0,0,105.284273322484,1,0,0,0,0,0,0,0,1,2,1,0,0,105.284273322484,5
1965592,5,5,2,0,4,7,12,0,0,0,0,0,0,1,151.868915513194,0,1,0,0,0,0,4,1,1,1,1,1,1,30.3737831026388,2.4
1965607,1,1,0,0,0,4,7,0,0,0,1,0,0,0,21.5853680719568,0,1,0,0,0,0,0,0,1,2,1,0,0,21.5853680719568,7
1965615,5,1,1,0,1,1,6,1,0,0,0,0,0,0,39.0523442716736,0,1,0,0,0,0,1,0,2,1,0,1,1,39.0523442716736,6
1965717,5,2,2,0,2,2,9,0,1,0,0,0,0,0,184.674922937268,0,1,0,0,0,0,3,2,1,2,1,1,0,92.3374614686339,4.5
1965740,2,3,2,1,2,4,17,0,0,0,1,0,0,0,128.597055804938,0,1,0,0,0,0,1,0,8,1,0,1,1,42.8656852683127,5.66666666666667
1965744,2,1,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0
1965780,5,1,0,0,1,3,4,0,0,1,0,0,0,0,49.4120306026749,0,0,1,0,0,0,1,0,2,1,0,0,1,49.4120306026749,4
1965781,7,4,2,2,2,1,10,1,0,0,0,0,0,0,56.1801876050711,0,1,0,0,0,1,2,3,1,1,1,1,1,14.0450469012678,2.5
1965790,6,2,2,0,2,4,3,0,0,0,1,0,0,0,4.40093207814305,0,0,1,0,0,1,2,1,1,1,1,1,1,2.20046603907153,1.5
1965839,2,5,2,0,2,4,10,0,0,0,1,0,0,0,23.937931971695,0,0,0,1,0,0,2,0,2,1,0,0,1,4.787586394339,2
1965872,6,2,1,0,2,7,6,0,0,0,0,0,0,1,120.718009945921,0,0,1,0,0,1,2,2,1,1,1,1,1,60.3590049729606,3
1965878,2,3,1,0,2,1,6,1,0,0,0,0,0,0,24.7859951606131,0,0,0,1,0,0,1,2,1,1,1,1,1,8.26199838687105,2
1965896,8,5,4,0,4,6,10,0,0,0,0,0,1,0,312.423104693625,1,0,0,0,0,1,3,3,1,1,1,1,1,62.4846209387249,2
1965905,2,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,1,0,0
1965915,7,2,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,0,0
1965917,2,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,1,1,0,0
1965940,4,2,0,0,2,2,2,0,1,0,0,0,0,0,2.35795581438625,1,0,0,0,0,0,1,0,2,1,0,0,1,1.17897790719313,1
1965978,99,2,1,0,2,5,5,0,0,0,0,1,0,0,73.7723815193014,0,1,0,0,0,0,2,0,2,1,0,1,1,36.8861907596507,2.5
1966111,5,3,2,1,2,3,18,0,0,1,0,0,0,0,39.5659307576422,0,0,1,0,0,0,2,1,1,2,1,0,0,13.1886435858807,6
1966158,7,2,0,0,2,3,10,0,0,1,0,0,0,0,43.8736077016297,0,0,1,0,0,1,2,0,1,1,1,1,1,21.9368038508149,5
1966178,6,2,0,0,2,6,14,0,0,0,0,0,1,0,130.03459245686,0,1,0,0,0,1,2,1,1,1,1,1,1,65.01729622843,7
1966220,4,4,1,1,3,2,8,0,1,0,0,0,0,0,54.1230254829014,0,1,0,0,0,0,2,0,2,1,0,1,1,13.5307563707253,2
1966260,5,1,0,0,1,7,6,0,0,0,0,0,0,1,19.8723448511479,0,1,0,0,0,0,1,0,2,1,0,1,1,19.8723448511479,6
1966269,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0
1966315,10,4,2,2,2,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,2,1,0,1,1,0,0
1966335,98,6,4,1,5,4,8,0,0,0,1,0,0,0,81.9413275114402,0,1,0,0,0,0,3,2,2,1,0,1,1,13.6568879185734,1.33333333333333
1966489,6,5,2,3,2,3,28,0,0,1,0,0,0,0,86.3436135171096,1,0,0,0,0,1,2,4,1,1,1,1,1,17.2687227034219,5.6
1966495,9,2,2,0,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,2,2,1,0,1,1,0,0
1966537,6,2,1,0,2,2,6,0,1,0,0,0,0,0,16.411076040799,0,1,0,0,0,1,3,2,8,1,0,1,1,8.20553802039949,3
1966651,3,1,1,0,1,3,3,0,0,1,0,0,0,0,9.52285919845841,0,0,1,0,0,0,0,0,2,1,0,0,1,9.52285919845841,3
1966672,6,2,1,0,2,7,6,0,0,0,0,0,0,1,46.9425795658342,0,0,0,1,0,1,1,1,2,1,0,1,1,23.4712897829171,3
1966685,4,2,1,1,1,4,8,0,0,0,1,0,0,0,57.71418406376,0,0,1,0,0,0,1,2,1,2,1,0,0,28.85709203188,4
1966713,5,1,1,0,1,2,12,0,1,0,0,0,0,0,125.338971269664,0,0,1,0,0,0,1,1,2,1,0,0,1,125.338971269664,12
1966753,7,1,0,0,1,4,8,0,0,0,1,0,0,0,17.2263583961602,0,1,0,0,0,1,2,1,2,1,0,1,1,17.2263583961602,8
1966760,5,2,1,0,1,3,4,0,0,1,0,0,0,0,7.30962098767303,0,0,1,0,0,0,1,1,1,1,1,1,1,3.65481049383652,2
1966823,7,5,5,2,4,5,12,0,0,0,0,1,0,0,180.289988915257,0,1,0,0,0,1,4,2,1,1,1,1,1,36.0579977830514,2.4
1966825,6,2,0,0,2,4,7,0,0,0,1,0,0,0,11.4878657271031,0,0,1,0,0,1,1,1,1,1,1,0,1,5.74393286355154,3.5
1966890,2,2,2,0,2,1,4,1,0,0,0,0,0,0,73.2834989466242,0,0,0,1,0,0,2,0,1,1,1,1,1,36.6417494733121,2
1966943,7,2,2,0,2,3,13,0,0,1,0,0,0,0,30.0579850594164,0,0,1,0,0,1,2,1,1,1,1,1,1,15.0289925297082,6.5
1966980,3,1,0,0,1,3,4,0,0,1,0,0,0,0,10.4333952668278,0,0,1,0,0,0,1,0,1,1,1,1,1,10.4333952668278,4
1966995,8,2,1,1,1,4,4,0,0,0,1,0,0,0,4.96551373010654,0,0,1,0,0,1,1,1,1,1,1,1,1,2.48275686505327,2
1967001,2,4,1,2,1,7,10,0,0,0,0,0,0,1,6.49295925886191,1,0,0,0,0,0,1,0,2,1,0,0,1,1.62323981471548,2.5
1967014,2,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,1,0,0,0
1967022,7,2,0,0,2,5,2,0,0,0,0,1,0,0,6.92372591566891,0,0,1,0,0,1,2,0,1,1,1,1,1,3.46186295783445,1
1967035,2,3,1,1,2,7,4,0,0,0,0,0,0,1,3.711168044323,1,0,0,0,0,0,2,2,2,1,0,0,1,1.23705601477433,1.33333333333333
1967102,2,1,1,0,1,2,8,0,1,0,0,0,0,0,18.9906003402739,1,0,0,0,0,0,1,0,2,2,0,0,0,18.9906003402739,8
1967171,9,4,1,2,3,7,8,0,0,0,0,0,0,1,36.617064774734,1,0,0,0,0,1,3,4,1,1,1,1,1,9.15426619368351,2
1967210,2,1,0,0,1,2,6,0,1,0,0,0,0,0,51.9685982461017,1,0,0,0,0,0,0,0,2,2,0,0,0,51.9685982461017,6
1967228,7,2,1,0,2,1,9,1,0,0,0,0,0,0,36.4871765782687,1,0,0,0,0,1,2,3,2,1,0,1,1,18.2435882891344,4.5
1967287,8,2,2,1,2,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,1,1,1,1,1,0,0
1967298,6,2,2,0,2,5,2,0,0,0,0,1,0,0,18.1303286805974,0,1,0,0,0,1,2,0,2,2,0,0,0,9.06516434029872,1
1967332,2,2,0,0,2,4,6,0,0,0,1,0,0,0,167.832687468055,0,0,1,0,0,0,1,0,2,1,0,1,1,83.9163437340275,3
1967379,6,1,1,0,1,4,2,0,0,0,1,0,0,0,20.5298080074261,1,0,0,0,0,1,2,0,2,1,0,1,1,20.5298080074261,2
1967400,99,1,0,0,1,4,10,0,0,0,1,0,0,0,6.9349560068252,0,1,0,0,0,0,1,1,8,2,0,0,0,6.9349560068252,10
1967401,1,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,0
1967406,2,5,3,1,4,6,10,0,0,0,0,0,1,0,58.0827018381636,0,0,1,0,0,0,3,4,2,1,0,1,1,11.6165403676327,2
1967423,7,2,2,1,2,1,4,1,0,0,0,0,0,0,163.677480784557,0,0,1,0,0,1,3,0,2,2,0,1,0,81.8387403922785,2
1967474,6,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,1,1,0,0
1967519,7,2,2,0,2,5,10,0,0,0,0,1,0,0,73.9525385884734,1,0,0,0,0,1,2,2,1,1,1,1,1,36.9762692942367,5
1967536,4,4,2,2,2,5,2,0,0,0,0,1,0,0,15.7810654408775,0,0,1,0,0,0,2,3,1,1,1,1,1,3.94526636021937,.5
1967577,6,1,0,0,1,2,8,0,1,0,0,0,0,0,14.7817835527601,1,0,0,0,0,1,1,0,2,2,0,0,0,14.7817835527601,8
1967591,4,1,0,0,1,5,6,0,0,0,0,1,0,0,32.4197864858735,1,0,0,0,0,0,2,0,2,1,0,0,1,32.4197864858735,6
1967593,4,1,1,0,1,1,8,1,0,0,0,0,0,0,66.3415156375944,0,0,1,0,0,0,0,0,2,2,0,0,0,66.3415156375944,8
1967694,3,3,2,0,3,5,3,0,0,0,0,1,0,0,23.6088945308972,0,0,0,1,0,0,2,2,1,2,1,1,0,7.86963151029907,1
1967695,1,2,0,0,0,2,4,0,1,0,0,0,0,0,1.88029988861981,0,1,0,0,0,0,0,1,2,2,0,1,0,.940149944309906,2
1967808,99,2,1,0,2,7,7,0,0,0,0,0,0,1,79.8797029833361,0,0,1,0,0,0,2,3,1,1,1,1,1,39.9398514916681,3.5
1967832,2,4,2,1,2,1,4,1,0,0,0,0,0,0,86.54503317,0,0,0,1,0,0,3,0,2,1,0,1,1,21.6362582925,1
1967833,6,2,2,0,2,2,12,0,1,0,0,0,0,0,369.886278501695,0,0,0,1,0,1,4,0,2,1,0,1,1,184.943139250847,6
1967856,6,2,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,0,0,0,0
1967859,5,1,1,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0
1967876,7,1,1,0,1,3,2,0,0,1,0,0,0,0,12.3692069116096,0,1,0,0,0,1,1,0,2,1,0,1,1,12.3692069116096,2
1967905,5,1,1,0,1,1,8,1,0,0,0,0,0,0,9.61312269736898,1,0,0,0,0,0,1,0,2,2,0,0,0,9.61312269736898,8
1967910,6,3,2,3,2,2,11,0,1,0,0,0,0,0,24.4337093534891,0,0,0,1,0,1,2,0,1,1,1,1,1,8.14456978449637,3.66666666666667
1967917,5,2,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,8,1,0,1,1,0,0
1967999,8,2,2,0,2,1,2,1,0,0,0,0,0,0,94.019849652522,0,0,0,1,0,1,3,2,1,1,1,1,1,47.009924826261,1
1968036,4,1,1,0,1,2,7,0,1,0,0,0,0,0,20.2739848357314,1,0,0,0,0,0,1,0,2,2,0,0,0,20.2739848357314,7
1968040,3,2,1,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0
1968135,5,3,2,1,3,5,16,0,0,0,0,1,0,0,75.9226013402754,0,0,1,0,0,0,3,3,1,1,1,1,1,25.3075337800918,5.33333333333333
