SAMPN,INCOM,HHSIZ,HHEMP,HHSTU,HHLIC,DOW,HTRIPS,Mon,Tue,Wed,Thu,Fri,Sat,Sun,TotDist,center,suburb,exurb,rural,other,highinc,HHVEH,HHBIC,VEHNEW,OWN,CarBuy,snglhm,ownhm,MilesPr,TrpPrs
1314069,9,2,1,0,2,3,9,0,0,1,0,0,0,0,36.380319563222,1,0,0,0,0,1,2,2,8,1,0,1,1,18.190159781611,4.5
1314636,8,2,2,0,2,7,4,0,0,0,0,0,0,1,12.5382443687565,0,1,0,0,0,1,2,0,8,1,0,1,1,6.26912218437827,2
1314726,7,2,1,0,2,4,6,0,0,0,1,0,0,0,20.8800136387708,0,0,1,0,0,1,2,4,2,1,0,1,1,10.4400068193854,3
1314738,6,1,0,0,1,1,7,1,0,0,0,0,0,0,9.59548959273682,0,1,0,0,0,1,1,0,8,1,0,1,1,9.59548959273682,7
1314866,4,2,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,1,1,0,0
1314940,8,3,2,1,2,3,8,0,0,1,0,0,0,0,184.615324283182,0,0,1,0,0,1,2,3,1,1,1,1,1,61.5384414277272,2.66666666666667
1314961,6,2,1,0,2,1,10,1,0,0,0,0,0,0,239.12189248509,0,0,1,0,0,1,1,1,8,1,0,1,1,119.560946242545,5
1315030,1,1,0,0,1,2,9,0,1,0,0,0,0,0,12.3143105282671,1,0,0,0,0,0,1,1,2,2,0,1,0,12.3143105282671,9
1315064,98,2,2,0,2,2,10,0,1,0,0,0,0,0,45.7889021775377,1,0,0,0,0,0,2,1,2,2,0,0,0,22.8944510887689,5
1315209,7,2,2,0,2,1,6,1,0,0,0,0,0,0,73.0762892315592,0,0,1,0,0,1,4,2,1,1,1,1,1,36.5381446157796,3
1315280,9,2,2,0,2,7,9,0,0,0,0,0,0,1,17.0020327774387,0,0,1,0,0,1,2,1,1,1,1,1,1,8.50101638871937,4.5
1315685,4,1,0,0,1,6,2,0,0,0,0,0,1,0,18.5869231709871,1,0,0,0,0,0,1,1,2,1,0,1,1,18.5869231709871,2
1315707,7,2,2,0,2,5,16,0,0,0,0,1,0,0,20.4411818984971,1,0,0,0,0,1,1,4,8,1,0,1,1,10.2205909492485,8
1315724,5,3,1,1,2,6,18,0,0,0,0,0,1,0,10.4489373492168,1,0,0,0,0,0,2,2,8,2,0,1,0,3.48297911640561,6
1315783,3,1,1,1,1,7,4,0,0,0,0,0,0,1,8.33054564319969,0,1,0,0,0,0,1,0,8,2,0,0,0,8.33054564319969,4
1315816,6,2,2,0,2,3,23,0,0,1,0,0,0,0,86.6531311940712,1,0,0,0,0,1,1,5,1,1,1,1,1,43.3265655970356,11.5
1315890,6,4,1,2,2,5,34,0,0,0,0,1,0,0,84.9627664065983,1,0,0,0,0,1,2,4,1,1,1,1,1,21.2406916016496,8.5
1315917,1,1,1,1,1,7,2,0,0,0,0,0,0,1,1.76462422334467,1,0,0,0,0,0,1,2,1,2,1,1,0,1.76462422334467,2
1316019,2,2,0,0,2,2,16,0,1,0,0,0,0,0,24.1594940366539,0,0,1,0,0,0,1,0,2,2,0,1,0,12.079747018327,8
1316096,7,1,1,0,1,5,2,0,0,0,0,1,0,0,8.07599460557066,0,1,0,0,0,1,1,0,1,1,1,1,1,8.07599460557066,2
1316280,3,2,1,0,1,2,2,0,1,0,0,0,0,0,75.4784955698203,0,1,0,0,0,0,3,1,1,1,1,1,1,37.7392477849101,1
1316785,5,2,0,0,2,3,8,0,0,1,0,0,0,0,21.0135111128103,0,0,0,1,0,0,4,0,2,1,0,1,1,10.5067555564052,4
1316975,7,1,1,0,1,6,5,0,0,0,0,0,1,0,48.8076166475264,0,0,0,1,0,1,3,1,1,1,1,1,1,48.8076166475264,5
1317262,4,3,1,1,3,1,2,1,0,0,0,0,0,0,51.7214891515371,0,0,0,1,0,0,3,3,8,1,0,1,1,17.2404963838457,.666666666666667
1317439,2,1,0,0,1,1,8,1,0,0,0,0,0,0,52.5901463373638,0,0,0,1,0,0,1,0,8,1,0,1,1,52.5901463373638,8
1318928,5,1,1,0,1,1,4,1,0,0,0,0,0,0,22.3318159130158,0,0,1,0,0,0,1,0,2,1,0,0,1,22.3318159130158,4
1319753,3,2,1,1,2,1,8,1,0,0,0,0,0,0,26.2644458620603,0,1,0,0,0,0,1,2,8,2,0,1,0,13.1322229310302,4
1319784,99,4,2,2,3,5,5,0,0,0,0,1,0,0,30.5216235649776,0,0,1,0,0,0,3,0,2,1,0,1,1,7.63040589124439,1.25
1320244,2,1,1,0,1,5,9,0,0,0,0,1,0,0,24.433631913401,0,0,1,0,0,0,1,1,8,1,0,1,1,24.433631913401,9
1320399,6,1,1,0,1,7,3,0,0,0,0,0,0,1,13.0287707164509,0,0,1,0,0,1,2,2,1,2,1,0,0,13.0287707164509,3
1320472,99,2,2,0,2,3,7,0,0,1,0,0,0,0,69.6558476125935,0,0,1,0,0,0,2,3,1,1,1,1,1,34.8279238062968,3.5
1320526,2,1,0,0,1,3,6,0,0,1,0,0,0,0,18.5330440012109,0,1,0,0,0,0,1,1,2,1,0,0,1,18.5330440012109,6
1320527,5,1,1,0,1,4,2,0,0,0,1,0,0,0,2.15050537996933,1,0,0,0,0,0,1,2,2,2,0,0,0,2.15050537996933,2
1320747,7,2,2,0,2,4,8,0,0,0,1,0,0,0,39.9900761083773,0,1,0,0,0,1,2,3,1,1,1,1,1,19.9950380541887,4
1320761,4,1,1,0,1,7,6,0,0,0,0,0,0,1,13.0527930689214,0,1,0,0,0,0,1,1,1,1,1,1,1,13.0527930689214,6
1320792,6,1,1,0,1,3,2,0,0,1,0,0,0,0,79.3003388595453,0,1,0,0,0,1,1,1,2,1,0,1,1,79.3003388595453,2
1320953,7,3,1,1,2,2,14,0,1,0,0,0,0,0,232.790536840348,0,0,1,0,0,1,2,3,2,1,0,1,1,77.5968456134495,4.66666666666667
1321010,5,1,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0
1321187,1,1,1,0,1,7,11,0,0,0,0,0,0,1,31.3067940120013,0,0,1,0,0,0,1,1,2,1,0,1,1,31.3067940120013,11
1321587,2,2,1,0,2,2,10,0,1,0,0,0,0,0,58.3821763614438,0,1,0,0,0,0,2,0,2,2,0,1,0,29.1910881807219,5
1321768,2,2,1,1,2,6,14,0,0,0,0,0,1,0,56.173856443754,1,0,0,0,0,0,1,2,1,2,1,1,0,28.086928221877,7
1322252,3,4,1,0,2,4,2,0,0,0,1,0,0,0,1.81577718784605,0,1,0,0,0,0,1,0,1,2,1,0,0,.453944296961513,.5
1322331,3,4,2,1,2,1,7,1,0,0,0,0,0,0,59.8058661446367,0,1,0,0,0,0,2,0,2,2,0,1,0,14.9514665361592,1.75
1323368,5,4,1,2,2,2,15,0,1,0,0,0,0,0,14.5484499946897,0,1,0,0,0,0,1,4,8,1,0,1,1,3.63711249867243,3.75
1324066,7,2,1,0,2,3,13,0,0,1,0,0,0,0,19.0992929003515,0,0,1,0,0,1,2,0,2,1,0,1,1,9.54964645017576,6.5
1324137,5,2,0,0,2,2,7,0,1,0,0,0,0,0,29.5146723354312,0,0,0,1,0,0,2,0,8,1,0,1,1,14.7573361677156,3.5
1324914,1,1,1,0,1,2,4,0,1,0,0,0,0,0,17.2251114675289,0,0,0,1,0,0,1,1,2,2,0,1,0,17.2251114675289,4
1325403,5,2,1,0,2,6,8,0,0,0,0,0,1,0,58.437680542166,0,0,0,1,0,0,5,2,2,1,0,1,1,29.218840271083,4
1325538,3,2,2,0,2,4,8,0,0,0,1,0,0,0,79.7407935864584,0,0,0,1,0,0,2,3,2,1,0,1,1,39.8703967932292,4
1325541,2,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,0,0,0
1325568,5,2,0,0,2,4,7,0,0,0,1,0,0,0,61.5356901847075,0,0,0,1,0,0,2,2,8,1,0,1,1,30.7678450923538,3.5
1325645,5,1,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0
1325686,2,2,0,0,2,5,8,0,0,0,0,1,0,0,51.9218261292915,0,0,0,1,0,0,2,0,1,1,1,1,1,25.9609130646458,4
1325736,4,2,0,0,2,2,10,0,1,0,0,0,0,0,41.1234004753561,0,0,0,1,0,0,1,4,2,1,0,1,1,20.561700237678,5
1325965,4,1,1,0,1,7,2,0,0,0,0,0,0,1,6.87750891908679,0,0,0,1,0,0,1,1,8,1,0,1,1,6.87750891908679,2
1326674,10,2,2,0,2,4,8,0,0,0,1,0,0,0,107.514123079424,0,0,1,0,0,1,2,1,1,1,1,1,1,53.7570615397121,4
1327146,99,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0
1327163,6,2,1,0,2,6,4,0,0,0,0,0,1,0,110.827932745327,0,0,0,1,0,1,3,0,1,1,1,1,1,55.4139663726633,2
1327287,6,2,2,1,2,4,17,0,0,0,1,0,0,0,61.1975255777841,0,0,0,1,0,1,2,2,1,2,1,1,0,30.598762788892,8.5
1328096,7,3,2,1,2,1,18,1,0,0,0,0,0,0,151.033520935205,0,0,0,1,0,1,2,3,8,1,0,1,1,50.3445069784016,6
1328119,3,3,1,2,1,3,11,0,0,1,0,0,0,0,33.189656558207,0,0,1,0,0,0,1,2,1,2,1,1,0,11.0632188527357,3.66666666666667
1328163,2,2,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,0
1328428,4,3,1,1,2,7,6,0,0,0,0,0,0,1,744.60755956074,0,0,0,1,0,0,2,2,1,2,1,0,0,248.20251985358,2
1329076,5,2,1,0,2,3,4,0,0,1,0,0,0,0,102.170983300229,0,1,0,0,0,0,2,0,1,2,1,0,0,51.0854916501146,2
1329250,7,2,2,0,2,1,9,1,0,0,0,0,0,0,102.51560250262,0,1,0,0,0,1,2,0,1,1,1,1,1,51.2578012513099,4.5
1329451,8,2,1,0,2,2,3,0,1,0,0,0,0,0,46.1658064675148,0,0,1,0,0,1,2,2,1,1,1,1,1,23.0829032337574,1.5
1329631,4,1,0,0,1,5,8,0,0,0,0,1,0,0,16.4086051485222,1,0,0,0,0,0,1,3,1,1,1,1,1,16.4086051485222,8
1329651,6,2,0,0,2,3,12,0,0,1,0,0,0,0,42.9411933463714,1,0,0,0,0,1,2,0,1,1,1,1,1,21.4705966731857,6
1329665,6,1,1,0,1,3,6,0,0,1,0,0,0,0,43.2746691488985,1,0,0,0,0,1,1,0,8,2,0,0,0,43.2746691488985,6
1329924,99,2,1,0,2,4,10,0,0,0,1,0,0,0,199.122153314609,0,0,1,0,0,0,2,2,1,1,1,1,1,99.5610766573045,5
1330010,6,2,2,0,2,3,7,0,0,1,0,0,0,0,64.0882425314861,0,0,1,0,0,1,2,4,2,1,0,1,1,32.0441212657431,3.5
1330176,1,2,0,1,1,4,6,0,0,0,1,0,0,0,24.5306255160369,0,1,0,0,0,0,1,1,2,2,0,0,0,12.2653127580185,3
1330191,99,2,1,0,2,3,9,0,0,1,0,0,0,0,27.6815969939059,0,1,0,0,0,0,2,1,2,2,0,1,0,13.8407984969529,4.5
1330207,10,3,2,2,3,3,8,0,0,1,0,0,0,0,84.8443557926,0,0,1,0,0,1,5,0,8,2,0,0,0,28.2814519308667,2.66666666666667
1330273,4,1,0,0,1,5,8,0,0,0,0,1,0,0,22.0125537249398,0,1,0,0,0,0,2,1,2,1,0,1,1,22.0125537249398,8
1330361,6,1,1,0,1,3,4,0,0,1,0,0,0,0,11.3140830271696,0,1,0,0,0,1,3,2,1,1,1,0,1,11.3140830271696,4
1330661,9,6,2,3,2,6,13,0,0,0,0,0,1,0,130.14915950899,0,0,1,0,0,1,3,3,1,1,1,1,1,21.6915265848317,2.16666666666667
1330675,99,4,2,2,3,4,14,0,0,0,1,0,0,0,142.852861023706,0,1,0,0,0,0,3,0,2,9,0,1,0,35.7132152559265,3.5
1331045,7,1,1,0,1,3,4,0,0,1,0,0,0,0,27.8308633626671,0,1,0,0,0,1,1,1,2,1,0,1,1,27.8308633626671,4
1331158,4,5,1,3,2,3,22,0,0,1,0,0,0,0,122.701282699404,0,1,0,0,0,0,3,2,2,1,0,1,1,24.5402565398809,4.4
1331252,1,3,1,0,0,2,15,0,1,0,0,0,0,0,46.6213945660476,1,0,0,0,0,0,1,0,1,2,1,0,0,15.5404648553492,5
1331581,5,2,1,0,2,1,20,1,0,0,0,0,0,0,138.641797622305,0,1,0,0,0,0,2,2,8,2,0,0,0,69.3208988111523,10
1331708,5,2,2,0,2,1,23,1,0,0,0,0,0,0,123.779216728195,0,1,0,0,0,0,2,0,1,2,1,0,0,61.8896083640975,11.5
1331731,8,3,2,1,2,4,11,0,0,0,1,0,0,0,157.352956449141,0,1,0,0,0,1,2,1,1,1,1,1,1,52.4509854830471,3.66666666666667
1332121,7,3,1,0,2,3,10,0,0,1,0,0,0,0,80.5782676882729,0,0,1,0,0,1,3,1,1,1,1,1,1,26.8594225627576,3.33333333333333
1332283,7,2,2,0,2,2,4,0,1,0,0,0,0,0,53.9522515814084,1,0,0,0,0,1,2,2,1,1,1,1,1,26.9761257907042,2
1332437,99,2,2,0,2,2,12,0,1,0,0,0,0,0,119.12313499835,0,1,0,0,0,0,3,0,8,1,0,1,1,59.561567499175,6
1332578,99,1,0,0,1,6,6,0,0,0,0,0,1,0,16.4072435442187,0,1,0,0,0,0,2,0,2,1,0,1,1,16.4072435442187,6
1332873,6,2,2,0,2,7,10,0,0,0,0,0,0,1,17.6358382961601,0,1,0,0,0,1,1,3,2,2,0,0,0,8.81791914808007,5
1332903,3,1,1,0,1,4,2,0,0,0,1,0,0,0,3.72704881072092,0,1,0,0,0,0,1,1,1,2,1,0,0,3.72704881072092,2
1332940,8,2,1,0,2,7,11,0,0,0,0,0,0,1,184.497131281863,0,0,1,0,0,1,2,1,8,1,0,1,1,92.2485656409317,5.5
1333141,99,2,2,0,2,3,4,0,0,1,0,0,0,0,13.1428230252494,0,1,0,0,0,0,1,5,2,9,0,0,0,6.57141151262469,2
1333310,5,4,3,2,3,7,9,0,0,0,0,0,0,1,210.234365565916,1,0,0,0,0,0,3,3,1,1,1,1,1,52.5585913914791,2.25
1333514,7,2,2,0,2,3,10,0,0,1,0,0,0,0,92.5623335760239,0,0,0,1,0,1,2,2,1,1,1,1,1,46.2811667880119,5
1334226,4,2,1,0,1,4,11,0,0,0,1,0,0,0,99.945361268212,0,0,0,1,0,0,2,0,8,2,0,0,0,49.972680634106,5.5
1334422,5,2,2,1,2,6,4,0,0,0,0,0,1,0,9.09927657155258,0,0,0,1,0,0,2,1,1,1,1,1,1,4.54963828577629,2
1334641,6,2,2,0,2,7,6,0,0,0,0,0,0,1,37.5964244858533,0,0,0,1,0,1,2,2,2,1,0,1,1,18.7982122429267,3
1334644,5,3,2,1,3,5,11,0,0,0,0,1,0,0,41.8482107134675,0,0,0,1,0,0,2,2,2,2,0,1,0,13.9494035711558,3.66666666666667
1334771,3,4,1,1,1,3,9,0,0,1,0,0,0,0,56.164802817321,0,0,1,0,0,0,1,4,1,1,1,0,1,14.0412007043303,2.25
1334780,4,3,1,2,1,7,7,0,0,0,0,0,0,1,122.674409209436,0,0,0,1,0,0,1,3,8,1,0,1,1,40.8914697364788,2.33333333333333
1335807,3,1,1,0,1,1,2,1,0,0,0,0,0,0,9.30932327658991,0,0,0,1,0,0,1,1,2,2,0,1,0,9.30932327658991,2
1335930,7,2,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,2,1,0,1,1,0,0
1336279,1,3,1,2,3,2,13,0,1,0,0,0,0,0,39.9679543331212,0,1,0,0,0,0,1,1,8,2,0,1,0,13.3226514443737,4.33333333333333
1336292,5,3,2,1,2,5,8,0,0,0,0,1,0,0,70.5914619606944,1,0,0,0,0,0,2,3,2,2,0,1,0,23.5304873202315,2.66666666666667
1336295,7,4,1,2,2,6,6,0,0,0,0,0,1,0,12.8708831152873,1,0,0,0,0,1,2,4,1,1,1,0,1,3.21772077882183,1.5
1336303,1,4,1,3,1,3,17,0,0,1,0,0,0,0,14.3469089540768,1,0,0,0,0,0,0,2,1,2,1,1,0,3.58672723851919,4.25
1336352,3,7,1,4,1,2,22,0,1,0,0,0,0,0,66.4260225349431,0,0,1,0,0,0,1,0,1,1,1,1,1,9.48943179070615,3.14285714285714
1336399,4,3,2,1,2,1,12,1,0,0,0,0,0,0,32.9992564472477,1,0,0,0,0,0,1,5,1,1,1,1,1,10.9997521490826,4
1336408,6,2,2,0,2,2,4,0,1,0,0,0,0,0,69.9592862201878,1,0,0,0,0,1,2,1,1,1,1,0,1,34.9796431100939,2
1336484,7,2,1,0,2,2,5,0,1,0,0,0,0,0,61.3420782154486,0,1,0,0,0,1,2,0,2,1,0,1,1,30.6710391077243,2.5
1336537,4,3,2,0,2,2,13,0,1,0,0,0,0,0,47.7049032279063,0,1,0,0,0,0,2,0,2,1,0,1,1,15.9016344093021,4.33333333333333
1336634,8,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,1,1,1,1,1,0,0
1336637,98,4,1,4,3,3,12,0,0,1,0,0,0,0,18.1741559263367,0,0,1,0,0,0,3,4,8,2,0,1,0,4.54353898158417,3
1336684,6,3,3,0,3,1,8,1,0,0,0,0,0,0,31.191446556977,0,1,0,0,0,1,4,5,1,1,1,1,1,10.3971488523257,2.66666666666667
1336721,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0
1336782,6,2,1,0,2,1,2,1,0,0,0,0,0,0,129.628576347476,0,0,0,1,0,1,2,0,1,1,1,1,1,64.8142881737378,1
1336797,10,4,2,2,2,5,15,0,0,0,0,1,0,0,35.357623574751,1,0,0,0,0,1,2,4,1,1,1,1,1,8.83940589368776,3.75
1336802,10,4,3,1,3,6,15,0,0,0,0,0,1,0,44.6948238746192,0,1,0,0,0,1,3,4,1,1,1,1,1,11.1737059686548,3.75
1336934,4,2,1,0,2,5,14,0,0,0,0,1,0,0,55.9839786794287,1,0,0,0,0,0,2,0,2,1,0,1,1,27.9919893397143,7
1336944,2,2,0,0,1,2,2,0,1,0,0,0,0,0,2.62588746023089,0,1,0,0,0,0,2,2,2,2,0,1,0,1.31294373011544,1
1336964,7,2,1,0,2,6,16,0,0,0,0,0,1,0,95.6052527579237,0,0,1,0,0,1,2,0,1,1,1,1,1,47.8026263789618,8
1336981,4,6,1,3,3,3,10,0,0,1,0,0,0,0,73.8407632787782,1,0,0,0,0,0,2,0,2,1,0,1,1,12.3067938797964,1.66666666666667
1337080,3,3,2,0,3,3,8,0,0,1,0,0,0,0,128.297105132517,1,0,0,0,0,0,3,1,8,1,0,1,1,42.7657017108389,2.66666666666667
1337314,6,2,2,0,2,1,6,1,0,0,0,0,0,0,11.1140213916856,0,1,0,0,0,1,2,1,1,1,1,1,1,5.55701069584279,3
1337325,8,2,1,0,2,5,16,0,0,0,0,1,0,0,216.638176135772,0,0,1,0,0,1,2,3,1,1,1,1,1,108.319088067886,8
1337344,2,1,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,1,0,0
1337345,9,3,2,1,2,1,9,1,0,0,0,0,0,0,28.1726724598286,1,0,0,0,0,1,2,1,1,1,1,1,1,9.39089081994285,3
1337354,98,4,1,2,2,5,17,0,0,0,0,1,0,0,6.45128255171888,1,0,0,0,0,0,1,3,1,2,1,0,0,1.61282063792972,4.25
1337393,1,2,0,1,1,2,14,0,1,0,0,0,0,0,36.0794675586577,1,0,0,0,0,0,1,1,2,2,0,0,0,18.0397337793288,7
1337403,10,4,2,2,2,2,5,0,1,0,0,0,0,0,148.029606762672,0,0,1,0,0,1,2,4,1,1,1,1,1,37.0074016906679,1.25
1337432,4,4,1,1,3,3,10,0,0,1,0,0,0,0,47.7888523681835,1,0,0,0,0,0,2,0,2,2,0,0,0,11.9472130920459,2.5
1337434,98,5,1,4,2,7,6,0,0,0,0,0,0,1,7.75561307317992,0,0,0,1,0,0,1,0,1,2,1,1,0,1.55112261463598,1.2
1337440,3,4,1,1,2,2,16,0,1,0,0,0,0,0,163.503343504639,0,1,0,0,0,0,2,1,2,2,0,0,0,40.8758358761596,4
1337503,7,7,3,5,6,1,66,1,0,0,0,0,0,0,323.338257673579,0,0,1,0,0,1,4,6,8,1,0,1,1,46.1911796676542,9.42857142857143
1337517,3,2,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,2,2,0,1,0,0,0
1337631,5,6,1,0,2,1,8,1,0,0,0,0,0,0,46.2652950028563,0,1,0,0,0,0,2,5,8,1,0,1,1,7.71088250047605,1.33333333333333
1337633,1,1,0,0,0,2,7,0,1,0,0,0,0,0,3.13603988265871,0,1,0,0,0,0,0,0,2,2,0,0,0,3.13603988265871,7
1337662,4,6,3,3,2,3,15,0,0,1,0,0,0,0,128.929518361178,1,0,0,0,0,0,2,0,2,1,0,1,1,21.4882530601964,2.5
1337688,98,3,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,1,0,0
1337701,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0
1337707,7,2,2,0,2,7,10,0,0,0,0,0,0,1,758.431747323225,1,0,0,0,0,1,2,2,1,1,1,1,1,379.215873661613,5
1337739,1,1,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0
1337750,4,2,1,0,1,3,11,0,0,1,0,0,0,0,394.669909382721,0,1,0,0,0,0,1,0,2,1,0,1,1,197.334954691361,5.5
1337946,6,4,1,2,3,1,19,1,0,0,0,0,0,0,30.2409868347475,0,1,0,0,0,1,1,1,8,1,0,1,1,7.56024670868687,4.75
1338024,5,2,1,0,2,5,6,0,0,0,0,1,0,0,40.6965112080607,0,1,0,0,0,0,2,2,1,1,1,1,1,20.3482556040303,3
1338070,98,5,1,4,1,4,17,0,0,0,1,0,0,0,76.360168214675,0,1,0,0,0,0,1,5,1,2,1,0,0,15.272033642935,3.4
1338074,6,2,2,0,2,7,10,0,0,0,0,0,0,1,8.2159420847261,1,0,0,0,0,1,1,1,2,1,0,1,1,4.10797104236305,5
1338105,4,5,2,3,3,3,15,0,0,1,0,0,0,0,54.0902469165592,0,1,0,0,0,0,3,2,1,1,1,1,1,10.8180493833118,3
1338123,8,2,1,1,1,3,13,0,0,1,0,0,0,0,53.7674981137028,1,0,0,0,0,1,1,5,8,1,0,1,1,26.8837490568514,6.5
1338147,2,1,0,0,1,3,5,0,0,1,0,0,0,0,3.24700499340548,1,0,0,0,0,0,0,0,2,2,0,0,0,3.24700499340548,5
1338159,7,6,2,4,2,4,30,0,0,0,1,0,0,0,89.8101911502118,0,1,0,0,0,1,3,7,1,1,1,1,1,14.968365191702,5
1338202,2,5,1,0,2,1,6,1,0,0,0,0,0,0,31.444669696396,1,0,0,0,0,0,2,0,8,1,0,1,1,6.2889339392792,1.2
1338226,3,2,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0
1338242,2,1,0,0,1,3,5,0,0,1,0,0,0,0,4.55942682093507,1,0,0,0,0,0,1,0,1,1,1,0,1,4.55942682093507,5
1338273,7,5,2,3,3,3,22,0,0,1,0,0,0,0,100.694790674685,0,1,0,0,0,1,3,2,1,1,1,1,1,20.1389581349371,4.4
1338286,9,3,1,1,2,4,9,0,0,0,1,0,0,0,54.3653072868049,1,0,0,0,0,1,2,2,1,1,1,1,1,18.1217690956016,3
1338305,99,2,1,0,2,5,2,0,0,0,0,1,0,0,142.581171738763,0,0,1,0,0,0,2,0,2,1,0,1,1,71.2905858693817,1
1338345,4,4,2,1,2,7,28,0,0,0,0,0,0,1,135.385208500115,0,0,0,1,0,0,1,1,1,1,1,1,1,33.8463021250287,7
1338349,10,5,3,2,3,2,17,0,1,0,0,0,0,0,140.209120258704,0,1,0,0,0,1,3,4,1,1,1,1,1,28.0418240517408,3.4
1338381,5,2,0,0,2,3,6,0,0,1,0,0,0,0,13.5386622525036,0,0,1,0,0,0,2,0,1,1,1,1,1,6.76933112625179,3
1338416,1,1,0,1,1,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0
1338420,7,4,1,0,3,2,17,0,1,0,0,0,0,0,75.0176696196257,1,0,0,0,0,1,3,1,1,1,1,1,1,18.7544174049064,4.25
1338428,5,6,2,4,2,3,44,0,0,1,0,0,0,0,95.0574494984151,0,1,0,0,0,0,2,5,1,1,1,1,1,15.8429082497358,7.33333333333333
1338502,7,3,1,1,2,3,8,0,0,1,0,0,0,0,101.942913977117,0,0,1,0,0,1,3,0,1,1,1,1,1,33.9809713257058,2.66666666666667
1338534,2,2,0,0,2,3,4,0,0,1,0,0,0,0,1.83546220165964,1,0,0,0,0,0,1,0,2,1,0,1,1,.917731100829819,2
1338565,6,2,2,0,1,4,2,0,0,0,1,0,0,0,55.7019973595898,0,0,1,0,0,1,1,2,1,2,1,0,0,27.8509986797949,1
1338594,5,1,1,0,1,3,6,0,0,1,0,0,0,0,38.0861793467698,0,0,1,0,0,0,1,2,1,2,1,1,0,38.0861793467698,6
1338606,2,4,1,2,1,3,26,0,0,1,0,0,0,0,79.9793284043237,1,0,0,0,0,0,1,4,2,2,0,1,0,19.9948321010809,6.5
1338694,2,4,1,3,1,1,2,1,0,0,0,0,0,0,3.22450516483452,1,0,0,0,0,0,1,0,2,2,0,0,0,.80612629120863,.5
1338712,5,3,1,2,2,3,12,0,0,1,0,0,0,0,151.116847262268,0,0,1,0,0,0,2,3,1,1,1,1,1,50.372282420756,4
1338720,2,4,1,2,1,3,8,0,0,1,0,0,0,0,32.7219855874649,0,1,0,0,0,0,1,2,2,2,0,1,0,8.18049639686623,2
1338818,2,1,0,1,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0
1338901,7,1,1,0,1,5,13,0,0,0,0,1,0,0,43.0244177123874,1,0,0,0,0,1,2,4,1,1,1,1,1,43.0244177123874,13
1338906,2,4,1,1,4,1,16,1,0,0,0,0,0,0,94.1442633082008,0,0,0,1,0,0,3,0,1,1,1,1,1,23.5360658270502,4
1339023,4,6,2,2,5,3,4,0,0,1,0,0,0,0,167.650382273606,0,0,1,0,0,0,3,0,1,2,1,0,0,27.9417303789344,.666666666666667
1339053,6,3,1,0,2,6,4,0,0,0,0,0,1,0,42.1401897358229,0,0,0,1,0,1,2,2,1,1,1,1,1,14.046729911941,1.33333333333333
1339110,7,4,4,2,3,2,11,0,1,0,0,0,0,0,47.2109122635508,1,0,0,0,0,1,4,3,2,1,0,1,1,11.8027280658877,2.75
1339132,4,4,1,3,3,7,16,0,0,0,0,0,0,1,82.0719063208238,0,0,1,0,0,0,2,1,8,1,0,0,1,20.5179765802059,4
1339198,2,5,1,4,1,3,14,0,0,1,0,0,0,0,5.5714469114759,1,0,0,0,0,0,1,0,2,2,0,0,0,1.11428938229518,2.8
1339275,2,1,1,0,1,4,6,0,0,0,1,0,0,0,4.61873285237164,0,0,1,0,0,0,1,0,2,2,0,0,0,4.61873285237164,6
1339294,6,5,2,4,2,2,24,0,1,0,0,0,0,0,119.576163795568,1,0,0,0,0,1,2,3,2,1,0,1,1,23.9152327591135,4.8
1339339,1,2,1,0,1,4,2,0,0,0,1,0,0,0,1.25055238760433,1,0,0,0,0,0,1,0,1,1,1,1,1,.625276193802167,1
1339343,2,2,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,1,1,0,0
